method,puzzle,step,q,correct
"Q-ascent, lr=0.05",67,6,-8.421198844909668,False
"Q-ascent, lr=0.05",68,1,-9.151863098144531,False
"Q-ascent, lr=0.05",68,2,-11.06599235534668,False
"Q-ascent, lr=0.05",68,3,-10.508007049560547,False
"Q-ascent, lr=0.05",68,4,-10.448371887207031,False
"Q-ascent, lr=0.05",68,5,-10.33797550201416,False
"Q-ascent, lr=0.05",68,6,-10.91749095916748,False
"Q-ascent, lr=0.05",69,1,-10.653280258178711,False
"Q-ascent, lr=0.05",69,2,-10.707075119018555,False
"Q-ascent, lr=0.05",69,3,-10.364765167236328,False
"Q-ascent, lr=0.05",69,4,-10.29584789276123,False
"Q-ascent, lr=0.05",69,5,-10.093777656555176,False
"Q-ascent, lr=0.05",69,6,-10.621993064880371,False
"Q-ascent, lr=0.05",70,1,-6.413973808288574,True
"Q-ascent, lr=0.05",70,2,-7.815882682800293,True
"Q-ascent, lr=0.05",70,3,7.3008222579956055,True
"Q-ascent, lr=0.05",70,4,6.9012651443481445,True
"Q-ascent, lr=0.05",70,5,6.907567977905273,True
"Q-ascent, lr=0.05",70,6,6.907015800476074,True
"Q-ascent, lr=0.05",71,1,-10.90280532836914,False
"Q-ascent, lr=0.05",71,2,-10.242098808288574,False
"Q-ascent, lr=0.05",71,3,-9.411134719848633,False
"Q-ascent, lr=0.05",71,4,-11.130422592163086,False
"Q-ascent, lr=0.05",71,5,-9.633028030395508,False
"Q-ascent, lr=0.05",71,6,-10.81148910522461,False
"Q-ascent, lr=0.05",72,1,-2.724146604537964,False
"Q-ascent, lr=0.05",72,2,-10.317707061767578,False
"Q-ascent, lr=0.05",72,3,-10.590471267700195,False
"Q-ascent, lr=0.05",72,4,-10.217731475830078,False
"Q-ascent, lr=0.05",72,5,-10.845906257629395,False
"Q-ascent, lr=0.05",72,6,-10.564120292663574,False
"Q-ascent, lr=0.05",73,1,-10.346224784851074,False
"Q-ascent, lr=0.05",73,2,-9.209552764892578,False
"Q-ascent, lr=0.05",73,3,-10.380613327026367,False
"Q-ascent, lr=0.05",73,4,-9.640312194824219,False
"Q-ascent, lr=0.05",73,5,-10.29157829284668,False
"Q-ascent, lr=0.05",73,6,-9.386459350585938,False
"Q-ascent, lr=0.05",74,1,-8.868310928344727,False
"Q-ascent, lr=0.05",74,2,-7.006826400756836,False
"Q-ascent, lr=0.05",74,3,-4.2522149085998535,False
"Q-ascent, lr=0.05",74,4,-6.443495750427246,False
"Q-ascent, lr=0.05",74,5,-7.605834007263184,False
"Q-ascent, lr=0.05",74,6,-6.222959041595459,False
"Q-ascent, lr=0.05",75,1,-9.928831100463867,False
"Q-ascent, lr=0.05",75,2,-11.208844184875488,False
"Q-ascent, lr=0.05",75,3,-9.411041259765625,False
"Q-ascent, lr=0.05",75,4,-10.713624954223633,False
"Q-ascent, lr=0.05",75,5,-9.735098838806152,False
"Q-ascent, lr=0.05",75,6,-10.548164367675781,False
"Q-ascent, lr=0.05",76,1,-5.726559638977051,True
"Q-ascent, lr=0.05",76,2,6.981504440307617,True
"Q-ascent, lr=0.05",76,3,7.041316032409668,True
"Q-ascent, lr=0.05",76,4,7.031985282897949,True
"Q-ascent, lr=0.05",76,5,7.034182548522949,True
"Q-ascent, lr=0.05",76,6,7.045975685119629,True
"Q-ascent, lr=0.05",77,1,-9.803567886352539,False
"Q-ascent, lr=0.05",77,2,-11.60977840423584,False
"Q-ascent, lr=0.05",77,3,-12.141077041625977,False
"Q-ascent, lr=0.05",77,4,-11.031662940979004,False
"Q-ascent, lr=0.05",77,5,-10.917461395263672,False
"Q-ascent, lr=0.05",77,6,-11.175271987915039,False
"Q-ascent, lr=0.05",78,1,-7.544700622558594,False
"Q-ascent, lr=0.05",78,2,-8.382485389709473,False
"Q-ascent, lr=0.05",78,3,-8.36294937133789,False
"Q-ascent, lr=0.05",78,4,-8.101997375488281,False
"Q-ascent, lr=0.05",78,5,-8.635368347167969,False
"Q-ascent, lr=0.05",78,6,-7.347891807556152,False
"Q-ascent, lr=0.05",79,1,-10.869634628295898,False
"Q-ascent, lr=0.05",79,2,-8.921500205993652,False
"Q-ascent, lr=0.05",79,3,-9.767571449279785,False
"Q-ascent, lr=0.05",79,4,-10.358868598937988,False
"Q-ascent, lr=0.05",79,5,-9.725320816040039,False
"Q-ascent, lr=0.05",79,6,-10.833883285522461,False
"Q-ascent, lr=0.05",80,1,-8.105581283569336,False
"Q-ascent, lr=0.05",80,2,-11.235225677490234,False
"Q-ascent, lr=0.05",80,3,-10.952835083007812,False
"Q-ascent, lr=0.05",80,4,-11.013890266418457,False
"Q-ascent, lr=0.05",80,5,-11.20405387878418,False
"Q-ascent, lr=0.05",80,6,-10.79143238067627,False
"Q-ascent, lr=0.05",81,1,-10.701242446899414,False
"Q-ascent, lr=0.05",81,2,-11.005910873413086,False
"Q-ascent, lr=0.05",81,3,-10.525907516479492,False
"Q-ascent, lr=0.05",81,4,-11.051363945007324,False
"Q-ascent, lr=0.05",81,5,-10.638936042785645,False
"Q-ascent, lr=0.05",81,6,-10.934148788452148,False
"Q-ascent, lr=0.05",82,1,-10.999345779418945,False
"Q-ascent, lr=0.05",82,2,-10.735210418701172,False
"Q-ascent, lr=0.05",82,3,-11.01170825958252,False
"Q-ascent, lr=0.05",82,4,-10.55793571472168,False
"Q-ascent, lr=0.05",82,5,-10.949653625488281,False
"Q-ascent, lr=0.05",82,6,-10.483165740966797,False
"Q-ascent, lr=0.05",83,1,-11.130107879638672,False
"Q-ascent, lr=0.05",83,2,-10.14744758605957,False
"Q-ascent, lr=0.05",83,3,-10.29832649230957,False
"Q-ascent, lr=0.05",83,4,-10.264467239379883,False
"Q-ascent, lr=0.05",83,5,-10.466325759887695,False
"Q-ascent, lr=0.05",83,6,-10.090551376342773,False
"Q-ascent, lr=0.05",84,1,-10.336337089538574,False
"Q-ascent, lr=0.05",84,2,-10.106572151184082,False
"Q-ascent, lr=0.05",84,3,-10.118345260620117,False
"Q-ascent, lr=0.05",84,4,-9.892213821411133,False
"Q-ascent, lr=0.05",84,5,-10.203442573547363,False
"Q-ascent, lr=0.05",84,6,-9.8685941696167,False
"Q-ascent, lr=0.05",85,1,-8.135780334472656,False
"Q-ascent, lr=0.05",85,2,-7.965234756469727,False
"Q-ascent, lr=0.05",85,3,-9.268332481384277,False
"Q-ascent, lr=0.05",85,4,-8.463851928710938,False
"Q-ascent, lr=0.05",85,5,-9.112922668457031,False
"Q-ascent, lr=0.05",85,6,-8.809343338012695,False
"Q-ascent, lr=0.05",86,1,6.667731285095215,True
"Q-ascent, lr=0.05",86,2,7.716446876525879,True
"Q-ascent, lr=0.05",86,3,7.7579755783081055,True
"Q-ascent, lr=0.05",86,4,7.771690368652344,True
"Q-ascent, lr=0.05",86,5,7.772951126098633,True
"Q-ascent, lr=0.05",86,6,7.773617744445801,True
"Q-ascent, lr=0.05",87,1,-11.163209915161133,False
"Q-ascent, lr=0.05",87,2,-9.695554733276367,False
"Q-ascent, lr=0.05",87,3,-10.441205978393555,False
"Q-ascent, lr=0.05",87,4,-10.176350593566895,False
"Q-ascent, lr=0.05",87,5,-10.025460243225098,False
"Q-ascent, lr=0.05",87,6,-10.18595027923584,False
"Q-ascent, lr=0.05",88,1,-10.877299308776855,False
"Q-ascent, lr=0.05",88,2,-10.323241233825684,False
"Q-ascent, lr=0.05",88,3,-10.457653045654297,False
"Q-ascent, lr=0.05",88,4,-11.010393142700195,False
"Q-ascent, lr=0.05",88,5,-10.487960815429688,False
"Q-ascent, lr=0.05",88,6,-10.351808547973633,False
"Q-ascent, lr=0.05",89,1,-8.674637794494629,False
"Q-ascent, lr=0.05",89,2,-7.397305011749268,False
"Q-ascent, lr=0.05",89,3,-7.847899436950684,False
"Q-ascent, lr=0.05",89,4,-5.75645112991333,False
"Q-ascent, lr=0.05",89,5,-7.593511581420898,False
"Q-ascent, lr=0.05",89,6,-3.516080379486084,False
"Q-ascent, lr=0.05",90,1,-11.241353988647461,False
"Q-ascent, lr=0.05",90,2,-11.341225624084473,False
"Q-ascent, lr=0.05",90,3,-11.243999481201172,False
"Q-ascent, lr=0.05",90,4,-11.481803894042969,False
"Q-ascent, lr=0.05",90,5,-11.435604095458984,False
"Q-ascent, lr=0.05",90,6,-10.93739128112793,False
"Q-ascent, lr=0.05",91,1,-8.32178020477295,False
"Q-ascent, lr=0.05",91,2,-11.375514030456543,False
"Q-ascent, lr=0.05",91,3,-10.474312782287598,False
"Q-ascent, lr=0.05",91,4,-10.497292518615723,False
"Q-ascent, lr=0.05",91,5,-11.874248504638672,False
"Q-ascent, lr=0.05",91,6,-11.298047065734863,False
"Q-ascent, lr=0.05",92,1,-9.319942474365234,False
"Q-ascent, lr=0.05",92,2,-10.759941101074219,False
"Q-ascent, lr=0.05",92,3,-10.51262092590332,False
"Q-ascent, lr=0.05",92,4,-10.268476486206055,False
"Q-ascent, lr=0.05",92,5,-11.207454681396484,False
"Q-ascent, lr=0.05",92,6,-10.300045013427734,False
"Q-ascent, lr=0.05",93,1,-8.280365943908691,False
"Q-ascent, lr=0.05",93,2,-11.543789863586426,False
"Q-ascent, lr=0.05",93,3,-11.80650520324707,False
"Q-ascent, lr=0.05",93,4,-11.413675308227539,False
"Q-ascent, lr=0.05",93,5,-11.331313133239746,False
"Q-ascent, lr=0.05",93,6,-12.029873847961426,False
"Q-ascent, lr=0.05",94,1,-9.011896133422852,False
"Q-ascent, lr=0.05",94,2,-7.447871208190918,False
"Q-ascent, lr=0.05",94,3,-7.730971336364746,False
"Q-ascent, lr=0.05",94,4,-7.647150993347168,False
"Q-ascent, lr=0.05",94,5,-7.6292266845703125,False
"Q-ascent, lr=0.05",94,6,-7.641718864440918,False
"Q-ascent, lr=0.05",95,1,-9.567278861999512,False
"Q-ascent, lr=0.05",95,2,-8.801492691040039,False
"Q-ascent, lr=0.05",95,3,-10.773397445678711,False
"Q-ascent, lr=0.05",95,4,-9.350086212158203,False
"Q-ascent, lr=0.05",95,5,-9.701313018798828,False
"Q-ascent, lr=0.05",95,6,-9.325640678405762,False
"Q-ascent, lr=0.05",96,1,-9.915132522583008,False
"Q-ascent, lr=0.05",96,2,-9.789229393005371,False
"Q-ascent, lr=0.05",96,3,-9.622583389282227,False
"Q-ascent, lr=0.05",96,4,-9.441184997558594,False
"Q-ascent, lr=0.05",96,5,-9.617910385131836,False
"Q-ascent, lr=0.05",96,6,-9.39456558227539,False
"Q-ascent, lr=0.05",97,1,-6.557788848876953,False
"Q-ascent, lr=0.05",97,2,-8.739604949951172,False
"Q-ascent, lr=0.05",97,3,-9.125513076782227,False
"Q-ascent, lr=0.05",97,4,-9.514344215393066,False
"Q-ascent, lr=0.05",97,5,-9.673810005187988,False
"Q-ascent, lr=0.05",97,6,-9.353046417236328,False
"Q-ascent, lr=0.05",98,1,-9.977595329284668,False
"Q-ascent, lr=0.05",98,2,-10.937446594238281,False
"Q-ascent, lr=0.05",98,3,-10.300125122070312,False
"Q-ascent, lr=0.05",98,4,-11.241595268249512,False
"Q-ascent, lr=0.05",98,5,-10.074990272521973,False
"Q-ascent, lr=0.05",98,6,-10.744338035583496,False
"Q-ascent, lr=0.05",99,1,-8.152433395385742,False
"Q-ascent, lr=0.05",99,2,-7.121756076812744,False
"Q-ascent, lr=0.05",99,3,-6.799715042114258,False
"Q-ascent, lr=0.05",99,4,-7.517780780792236,False
"Q-ascent, lr=0.05",99,5,-7.189456939697266,False
"Q-ascent, lr=0.05",99,6,-7.432490348815918,False
"Q-ascent, lr=0.05",100,1,-7.776847839355469,False
"Q-ascent, lr=0.05",100,2,-8.670166969299316,False
"Q-ascent, lr=0.05",100,3,-8.574359893798828,False
"Q-ascent, lr=0.05",100,4,-8.790849685668945,False
"Q-ascent, lr=0.05",100,5,-8.707279205322266,False
"Q-ascent, lr=0.05",100,6,-8.761137962341309,False
"Q-ascent, lr=0.05",101,1,-7.50316858291626,False
"Q-ascent, lr=0.05",101,2,-7.481686592102051,False
"Q-ascent, lr=0.05",101,3,-7.668937683105469,False
"Q-ascent, lr=0.05",101,4,-7.223068714141846,False
"Q-ascent, lr=0.05",101,5,-7.813601016998291,False
"Q-ascent, lr=0.05",101,6,-8.255858421325684,False
"Q-ascent, lr=0.05",102,1,-10.384949684143066,False
"Q-ascent, lr=0.05",102,2,-11.196372985839844,False
"Q-ascent, lr=0.05",102,3,-10.216197967529297,False
"Q-ascent, lr=0.05",102,4,-10.485694885253906,False
"Q-ascent, lr=0.05",102,5,-10.497929573059082,False
"Q-ascent, lr=0.05",102,6,-10.158414840698242,False
"Q-ascent, lr=0.05",103,1,-12.156963348388672,False
"Q-ascent, lr=0.05",103,2,-10.558663368225098,False
"Q-ascent, lr=0.05",103,3,-10.864124298095703,False
"Q-ascent, lr=0.05",103,4,-10.664295196533203,False
"Q-ascent, lr=0.05",103,5,-10.21304988861084,False
"Q-ascent, lr=0.05",103,6,-10.614324569702148,False
"Q-ascent, lr=0.05",104,1,-8.21441650390625,False
"Q-ascent, lr=0.05",104,2,-6.573910236358643,False
"Q-ascent, lr=0.05",104,3,-7.897181510925293,False
"Q-ascent, lr=0.05",104,4,-6.8396992683410645,False
"Q-ascent, lr=0.05",104,5,-7.089757919311523,False
"Q-ascent, lr=0.05",104,6,-7.958686828613281,False
"Q-ascent, lr=0.05",105,1,-7.904369354248047,False
"Q-ascent, lr=0.05",105,2,-10.994810104370117,False
"Q-ascent, lr=0.05",105,3,-10.153189659118652,False
"Q-ascent, lr=0.05",105,4,-10.67111873626709,False
"Q-ascent, lr=0.05",105,5,-8.597795486450195,False
"Q-ascent, lr=0.05",105,6,-5.367053508758545,False
"Q-ascent, lr=0.05",106,1,-5.450977802276611,True
"Q-ascent, lr=0.05",106,2,-6.202363014221191,True
"Q-ascent, lr=0.05",106,3,6.439322471618652,True
"Q-ascent, lr=0.05",106,4,7.512087821960449,True
"Q-ascent, lr=0.05",106,5,7.528069496154785,True
"Q-ascent, lr=0.05",106,6,7.533822059631348,True
"Q-ascent, lr=0.05",107,1,-9.137550354003906,False
"Q-ascent, lr=0.05",107,2,-10.405614852905273,False
"Q-ascent, lr=0.05",107,3,-10.734418869018555,False
"Q-ascent, lr=0.05",107,4,-9.925016403198242,False
"Q-ascent, lr=0.05",107,5,-10.47372055053711,False
"Q-ascent, lr=0.05",107,6,-9.85549259185791,False
"Q-ascent, lr=0.05",108,1,-9.480268478393555,False
"Q-ascent, lr=0.05",108,2,-9.548648834228516,False
"Q-ascent, lr=0.05",108,3,-8.907608032226562,False
"Q-ascent, lr=0.05",108,4,-9.208200454711914,False
"Q-ascent, lr=0.05",108,5,-9.036101341247559,False
"Q-ascent, lr=0.05",108,6,-9.339688301086426,False
"Q-ascent, lr=0.05",109,1,-9.725227355957031,False
"Q-ascent, lr=0.05",109,2,-10.87523365020752,False
"Q-ascent, lr=0.05",109,3,-10.64625358581543,False
"Q-ascent, lr=0.05",109,4,-10.587735176086426,False
"Q-ascent, lr=0.05",109,5,-10.856100082397461,False
"Q-ascent, lr=0.05",109,6,-10.720438003540039,False
"Q-ascent, lr=0.05",110,1,-5.78013801574707,True
"Q-ascent, lr=0.05",110,2,-3.6478824615478516,True
"Q-ascent, lr=0.05",110,3,-4.241429805755615,True
"Q-ascent, lr=0.05",110,4,-4.888658046722412,True
"Q-ascent, lr=0.05",110,5,-4.673208236694336,True
"Q-ascent, lr=0.05",110,6,7.740226745605469,True
"Q-ascent, lr=0.05",111,1,-6.378064155578613,False
"Q-ascent, lr=0.05",111,2,-6.626991271972656,False
"Q-ascent, lr=0.05",111,3,-8.57844066619873,False
"Q-ascent, lr=0.05",111,4,-7.722561836242676,False
"Q-ascent, lr=0.05",111,5,-7.36580753326416,False
"Q-ascent, lr=0.05",111,6,-7.459347724914551,False
"Q-ascent, lr=0.05",112,1,-7.113462924957275,False
"Q-ascent, lr=0.05",112,2,-6.782088279724121,False
"Q-ascent, lr=0.05",112,3,-5.933443069458008,False
"Q-ascent, lr=0.05",112,4,-7.237227916717529,False
"Q-ascent, lr=0.05",112,5,-9.449411392211914,False
"Q-ascent, lr=0.05",112,6,-5.5170817375183105,False
"Q-ascent, lr=0.05",113,1,-10.53292179107666,False
"Q-ascent, lr=0.05",113,2,-8.949369430541992,False
"Q-ascent, lr=0.05",113,3,-10.049019813537598,False
"Q-ascent, lr=0.05",113,4,-9.012561798095703,False
"Q-ascent, lr=0.05",113,5,-9.948514938354492,False
"Q-ascent, lr=0.05",113,6,-9.062383651733398,False
"Q-ascent, lr=0.05",114,1,-9.88398551940918,False
"Q-ascent, lr=0.05",114,2,-10.268980026245117,False
"Q-ascent, lr=0.05",114,3,-10.147143363952637,False
"Q-ascent, lr=0.05",114,4,-10.238944053649902,False
"Q-ascent, lr=0.05",114,5,-10.440853118896484,False
"Q-ascent, lr=0.05",114,6,-10.380385398864746,False
"Q-ascent, lr=0.05",115,1,-10.290696144104004,False
"Q-ascent, lr=0.05",115,2,-10.005596160888672,False
"Q-ascent, lr=0.05",115,3,-10.89348030090332,False
"Q-ascent, lr=0.05",115,4,-10.64702033996582,False
"Q-ascent, lr=0.05",115,5,-10.729266166687012,False
"Q-ascent, lr=0.05",115,6,-10.771479606628418,False
"Q-ascent, lr=0.05",116,1,-3.6813881397247314,False
"Q-ascent, lr=0.05",116,2,-6.185595512390137,False
"Q-ascent, lr=0.05",116,3,-5.656619071960449,False
"Q-ascent, lr=0.05",116,4,-4.049163818359375,False
"Q-ascent, lr=0.05",116,5,-4.440530776977539,False
"Q-ascent, lr=0.05",116,6,-3.6901748180389404,False
"Q-ascent, lr=0.05",117,1,-9.379159927368164,False
"Q-ascent, lr=0.05",117,2,-9.980997085571289,False
"Q-ascent, lr=0.05",117,3,-10.034000396728516,False
"Q-ascent, lr=0.05",117,4,-10.154243469238281,False
"Q-ascent, lr=0.05",117,5,-10.2831449508667,False
"Q-ascent, lr=0.05",117,6,-10.073941230773926,False
"Q-ascent, lr=0.05",118,1,-11.421245574951172,False
"Q-ascent, lr=0.05",118,2,-10.41125774383545,False
"Q-ascent, lr=0.05",118,3,-9.834980010986328,False
"Q-ascent, lr=0.05",118,4,-10.742520332336426,False
"Q-ascent, lr=0.05",118,5,-9.725341796875,False
"Q-ascent, lr=0.05",118,6,-10.854574203491211,False
"Q-ascent, lr=0.05",119,1,-3.9339137077331543,True
"Q-ascent, lr=0.05",119,2,7.402342796325684,True
"Q-ascent, lr=0.05",119,3,7.531869888305664,True
"Q-ascent, lr=0.05",119,4,7.539417266845703,True
"Q-ascent, lr=0.05",119,5,7.5352277755737305,True
"Q-ascent, lr=0.05",119,6,7.547310829162598,True
"Q-ascent, lr=0.05",120,1,-10.589627265930176,False
"Q-ascent, lr=0.05",120,2,-9.102007865905762,False
"Q-ascent, lr=0.05",120,3,-10.138845443725586,False
"Q-ascent, lr=0.05",120,4,-9.824556350708008,False
"Q-ascent, lr=0.05",120,5,-10.324164390563965,False
"Q-ascent, lr=0.05",120,6,-10.026382446289062,False
"Q-ascent, lr=0.05",121,1,-11.648996353149414,False
"Q-ascent, lr=0.05",121,2,-12.646764755249023,False
"Q-ascent, lr=0.05",121,3,-12.378825187683105,False
"Q-ascent, lr=0.05",121,4,-12.313194274902344,False
"Q-ascent, lr=0.05",121,5,-11.96941089630127,False
"Q-ascent, lr=0.05",121,6,-12.187185287475586,False
"Q-ascent, lr=0.05",122,1,-7.368947982788086,True
"Q-ascent, lr=0.05",122,2,7.599150657653809,True
"Q-ascent, lr=0.05",122,3,7.027909278869629,True
"Q-ascent, lr=0.05",122,4,7.047844886779785,True
"Q-ascent, lr=0.05",122,5,7.026019096374512,True
"Q-ascent, lr=0.05",122,6,7.031518936157227,True
"Q-ascent, lr=0.05",123,1,-3.29579496383667,True
"Q-ascent, lr=0.05",123,2,6.087756156921387,True
"Q-ascent, lr=0.05",123,3,6.584698677062988,True
"Q-ascent, lr=0.05",123,4,6.558361053466797,True
"Q-ascent, lr=0.05",123,5,6.572332382202148,True
"Q-ascent, lr=0.05",123,6,6.573480606079102,True
"Q-ascent, lr=0.05",124,1,-11.21534252166748,False
"Q-ascent, lr=0.05",124,2,-11.587980270385742,False
"Q-ascent, lr=0.05",124,3,-11.87110710144043,False
"Q-ascent, lr=0.05",124,4,-11.499610900878906,False
"Q-ascent, lr=0.05",124,5,-11.737344741821289,False
"Q-ascent, lr=0.05",124,6,-10.724291801452637,False
"Q-ascent, lr=0.05",125,1,-9.763602256774902,False
"Q-ascent, lr=0.05",125,2,-9.497629165649414,False
"Q-ascent, lr=0.05",125,3,-9.93842601776123,False
"Q-ascent, lr=0.05",125,4,-8.982778549194336,False
"Q-ascent, lr=0.05",125,5,-9.76787281036377,False
"Q-ascent, lr=0.05",125,6,-9.126266479492188,False
"Q-ascent, lr=0.05",126,1,-8.912336349487305,False
"Q-ascent, lr=0.05",126,2,-10.513259887695312,False
"Q-ascent, lr=0.05",126,3,-10.653980255126953,False
"Q-ascent, lr=0.05",126,4,-10.589681625366211,False
"Q-ascent, lr=0.05",126,5,-10.6641206741333,False
"Q-ascent, lr=0.05",126,6,-10.579825401306152,False
"Q-ascent, lr=0.05",127,1,-9.535457611083984,True
"Q-ascent, lr=0.05",127,2,7.363790512084961,True
"Q-ascent, lr=0.05",127,3,7.284832000732422,True
"Q-ascent, lr=0.05",127,4,7.2709245681762695,True
"Q-ascent, lr=0.05",127,5,7.272733688354492,True
"Q-ascent, lr=0.05",127,6,7.2755022048950195,True
"Q-ascent, lr=0.2",0,1,-8.738518714904785,False
"Q-ascent, lr=0.2",0,2,-9.990673065185547,False
"Q-ascent, lr=0.2",0,3,-10.626388549804688,False
"Q-ascent, lr=0.2",0,4,-10.167268753051758,False
"Q-ascent, lr=0.2",0,5,-10.32400894165039,False
"Q-ascent, lr=0.2",0,6,-9.631753921508789,False
"Q-ascent, lr=0.2",1,1,-11.388551712036133,True
"Q-ascent, lr=0.2",1,2,-7.415531635284424,True
"Q-ascent, lr=0.2",1,3,7.985796928405762,True
"Q-ascent, lr=0.2",1,4,7.641757965087891,True
"Q-ascent, lr=0.2",1,5,7.604701042175293,True
"Q-ascent, lr=0.2",1,6,7.618472099304199,True
"Q-ascent, lr=0.2",2,1,-11.472566604614258,False
"Q-ascent, lr=0.2",2,2,-10.71866226196289,False
"Q-ascent, lr=0.2",2,3,-10.752901077270508,False
"Q-ascent, lr=0.2",2,4,-10.718996047973633,False
"Q-ascent, lr=0.2",2,5,-10.627123832702637,False
"Q-ascent, lr=0.2",2,6,-10.794601440429688,False
"Q-ascent, lr=0.2",3,1,-9.554383277893066,False
"Q-ascent, lr=0.2",3,2,-9.10528564453125,False
"Q-ascent, lr=0.2",3,3,-8.977018356323242,False
"Q-ascent, lr=0.2",3,4,-9.265388488769531,False
"Q-ascent, lr=0.2",3,5,-9.54781723022461,False
"Q-ascent, lr=0.2",3,6,-9.063526153564453,False
"Q-ascent, lr=0.2",4,1,-6.53208589553833,False
"Q-ascent, lr=0.2",4,2,-9.863701820373535,False
"Q-ascent, lr=0.2",4,3,-11.068254470825195,False
"Q-ascent, lr=0.2",4,4,-9.023270606994629,False
"Q-ascent, lr=0.2",4,5,-10.46599006652832,False
"Q-ascent, lr=0.2",4,6,-8.952817916870117,False
"Q-ascent, lr=0.2",5,1,-8.552888870239258,False
"Q-ascent, lr=0.2",5,2,-4.5988922119140625,False
"Q-ascent, lr=0.2",5,3,-9.459461212158203,False
"Q-ascent, lr=0.2",5,4,-7.5619940757751465,False
"Q-ascent, lr=0.2",5,5,-8.14459228515625,False
"Q-ascent, lr=0.2",5,6,-8.102238655090332,False
"Q-ascent, lr=0.2",6,1,-9.074519157409668,False
"Q-ascent, lr=0.2",6,2,-7.76217794418335,False
"Q-ascent, lr=0.2",6,3,-8.264291763305664,False
"Q-ascent, lr=0.2",6,4,-8.590200424194336,False
"Q-ascent, lr=0.2",6,5,-9.076393127441406,False
"Q-ascent, lr=0.2",6,6,-8.23476791381836,False
"Q-ascent, lr=0.2",7,1,-10.759397506713867,False
"Q-ascent, lr=0.2",7,2,-6.482285499572754,False
"Q-ascent, lr=0.2",7,3,-9.81545639038086,False
"Q-ascent, lr=0.2",7,4,-9.950336456298828,False
"Q-ascent, lr=0.2",7,5,-9.622621536254883,False
"Q-ascent, lr=0.2",7,6,-9.075498580932617,False
"Q-ascent, lr=0.2",8,1,-6.648416042327881,False
"Q-ascent, lr=0.2",8,2,-9.146429061889648,False
"Q-ascent, lr=0.2",8,3,-8.215872764587402,False
"Q-ascent, lr=0.2",8,4,-8.972217559814453,False
"Q-ascent, lr=0.2",8,5,-8.329339981079102,False
"Q-ascent, lr=0.2",8,6,-8.216668128967285,False
"Q-ascent, lr=0.2",9,1,-7.446390151977539,True
"Q-ascent, lr=0.2",9,2,-8.000409126281738,True
"Q-ascent, lr=0.2",9,3,-9.735414505004883,True
"Q-ascent, lr=0.2",9,4,-7.134884357452393,True
"Q-ascent, lr=0.2",9,5,7.167363166809082,True
"Q-ascent, lr=0.2",9,6,6.914248466491699,True
"Q-ascent, lr=0.2",10,1,-7.967260360717773,False
"Q-ascent, lr=0.2",10,2,-8.315410614013672,False
"Q-ascent, lr=0.2",10,3,-3.7980618476867676,False
"Q-ascent, lr=0.2",10,4,-5.156707286834717,False
"Q-ascent, lr=0.2",10,5,-6.566322326660156,False
"Q-ascent, lr=0.2",10,6,-7.510491371154785,False
"Q-ascent, lr=0.2",11,1,-10.38201904296875,False
"Q-ascent, lr=0.2",11,2,-9.620439529418945,False
"Q-ascent, lr=0.2",11,3,-9.298236846923828,False
"Q-ascent, lr=0.2",11,4,-9.735197067260742,False
"Q-ascent, lr=0.2",11,5,-9.77756118774414,False
"Q-ascent, lr=0.2",11,6,-9.47477912902832,False
"Q-ascent, lr=0.2",12,1,-3.5796329975128174,False
"Q-ascent, lr=0.2",12,2,-9.664762496948242,False
"Q-ascent, lr=0.2",12,3,-9.118510246276855,False
"Q-ascent, lr=0.2",12,4,-8.564149856567383,False
"Q-ascent, lr=0.2",12,5,-8.58073616027832,False
"Q-ascent, lr=0.2",12,6,-9.106410026550293,False
"Q-ascent, lr=0.2",13,1,-7.221947193145752,False
"Q-ascent, lr=0.2",13,2,-8.910317420959473,False
"Q-ascent, lr=0.2",13,3,-8.162544250488281,False
"Q-ascent, lr=0.2",13,4,-7.828909873962402,False
"Q-ascent, lr=0.2",13,5,-8.207999229431152,False
"Q-ascent, lr=0.2",13,6,-8.500794410705566,False
"Q-ascent, lr=0.2",14,1,-5.274721145629883,False
"Q-ascent, lr=0.2",14,2,-8.060220718383789,False
"Q-ascent, lr=0.2",14,3,-10.369396209716797,False
"Q-ascent, lr=0.2",14,4,-9.575860977172852,False
"Q-ascent, lr=0.2",14,5,-10.715686798095703,False
"Q-ascent, lr=0.2",14,6,-9.718256950378418,False
"Q-ascent, lr=0.2",15,1,-10.417506217956543,False
"Q-ascent, lr=0.2",15,2,-10.604804992675781,False
"Q-ascent, lr=0.2",15,3,-9.36030387878418,False
"Q-ascent, lr=0.2",15,4,-10.266336441040039,False
"Q-ascent, lr=0.2",15,5,-9.703079223632812,False
"Q-ascent, lr=0.2",15,6,-10.533404350280762,False
"Q-ascent, lr=0.2",16,1,-10.552261352539062,False
"Q-ascent, lr=0.2",16,2,-10.05455207824707,False
"Q-ascent, lr=0.2",16,3,-9.318001747131348,False
"Q-ascent, lr=0.2",16,4,-9.259275436401367,False
"Q-ascent, lr=0.2",16,5,-9.442272186279297,False
"Q-ascent, lr=0.2",16,6,-8.820408821105957,False
"Q-ascent, lr=0.2",17,1,-8.633853912353516,False
"Q-ascent, lr=0.2",17,2,-7.510154724121094,False
"Q-ascent, lr=0.2",17,3,-7.593898773193359,False
"Q-ascent, lr=0.2",17,4,-7.947638511657715,False
